,image,label
19672,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_055007468_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_055007468_Camera_5_bin.png
9456,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030450461_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030450461_Camera_5_bin.png
11301,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030757319_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030757319_Camera_5_bin.png
6214,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 5\171206_025926679_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 5\171206_025926679_Camera_5_bin.png
6751,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030000598_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030000598_Camera_5_bin.png
12799,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030810429_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030810429_Camera_6_bin.png
8355,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030141522_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030141522_Camera_6_bin.png
20973,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_055042143_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_055042143_Camera_6_bin.png
8084,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030104339_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030104339_Camera_6_bin.png
20502,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_054932669_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_054932669_Camera_6_bin.png
19766,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_055020816_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_055020816_Camera_5_bin.png
14788,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054047166_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054047166_Camera_6_bin.png
21859,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 6\171206_055205830_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 6\171206_055205830_Camera_6_bin.png
20073,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_054836653_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_054836653_Camera_6_bin.png
9914,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030349119_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030349119_Camera_6_bin.png
4562,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 5\170927_064631697_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 5\170927_064631697_Camera_5_bin.png
12721,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030801537_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030801537_Camera_6_bin.png
21663,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 6\171206_055138415_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 6\171206_055138415_Camera_6_bin.png
10411,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030509661_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030509661_Camera_6_bin.png
6584,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 6\171206_025924724_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 6\171206_025924724_Camera_6_bin.png
20768,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_055014994_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_055014994_Camera_6_bin.png
939,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 6\170927_064000072_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 6\170927_064000072_Camera_6_bin.png
10150,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030422807_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030422807_Camera_6_bin.png
10968,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030714966_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030714966_Camera_5_bin.png
2290,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 6\170927_064154158_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 6\170927_064154158_Camera_6_bin.png
8746,F:\BaiDuData\data\Imgae\Road03\Record004\Camera 6\171206_030227988_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record004\Camera 6\171206_030227988_Camera_6_bin.png
13521,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054026058_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054026058_Camera_5_bin.png
19114,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054848581_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054848581_Camera_5_bin.png
20557,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_054940119_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_054940119_Camera_6_bin.png
8046,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030100577_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030100577_Camera_6_bin.png
13384,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054012222_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054012222_Camera_5_bin.png
1047,F:\BaiDuData\data\Imgae\Road02\Record003\Camera 5\170927_064031056_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record003\Camera 5\170927_064031056_Camera_5_bin.png
12591,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030746438_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030746438_Camera_6_bin.png
5919,F:\BaiDuData\data\Imgae\Road03\Record001\Camera 6\171206_025806144_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record001\Camera 6\171206_025806144_Camera_6_bin.png
5281,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064639335_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064639335_Camera_6_bin.png
6941,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030025657_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030025657_Camera_5_bin.png
14968,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054113984_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054113984_Camera_6_bin.png
6165,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 5\171206_025920524_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 5\171206_025920524_Camera_5_bin.png
14763,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054044641_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054044641_Camera_6_bin.png
20013,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_054825956_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_054825956_Camera_6_bin.png
10647,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030620149_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030620149_Camera_5_bin.png
14443,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054012323_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054012323_Camera_6_bin.png
14373,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054004333_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054004333_Camera_6_bin.png
16969,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054540174_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054540174_Camera_5_bin.png
10450,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030515636_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030515636_Camera_6_bin.png
17729,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054540567_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054540567_Camera_6_bin.png
7949,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030049415_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030049415_Camera_6_bin.png
12526,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030734995_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030734995_Camera_6_bin.png
1820,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 5\170927_064215646_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 5\170927_064215646_Camera_5_bin.png
13006,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030841660_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030841660_Camera_6_bin.png
12631,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030751277_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030751277_Camera_6_bin.png
1393,F:\BaiDuData\data\Imgae\Road02\Record003\Camera 6\170927_064039408_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record003\Camera 6\170927_064039408_Camera_6_bin.png
2400,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 6\170927_064209819_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 6\170927_064209819_Camera_6_bin.png
1017,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 6\170927_064010294_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 6\170927_064010294_Camera_6_bin.png
19431,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054929253_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054929253_Camera_5_bin.png
9137,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030356235_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030356235_Camera_5_bin.png
19483,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054935717_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054935717_Camera_5_bin.png
10116,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030417541_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030417541_Camera_6_bin.png
12467,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030728189_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030728189_Camera_6_bin.png
923,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 6\170927_063958008_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 6\170927_063958008_Camera_6_bin.png
21313,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 5\171206_055152600_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 5\171206_055152600_Camera_5_bin.png
7928,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030046796_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030046796_Camera_6_bin.png
14816,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054049994_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054049994_Camera_6_bin.png
6371,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 6\171206_025855310_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 6\171206_025855310_Camera_6_bin.png
13138,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030858547_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030858547_Camera_6_bin.png
19209,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054900490_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054900490_Camera_5_bin.png
19476,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054934743_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054934743_Camera_5_bin.png
19065,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054841623_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054841623_Camera_5_bin.png
16631,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054435290_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054435290_Camera_5_bin.png
2898,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 6\170927_064328864_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 6\170927_064328864_Camera_6_bin.png
8869,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030325564_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030325564_Camera_5_bin.png
18811,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 6\171206_054736506_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 6\171206_054736506_Camera_6_bin.png
2294,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 6\170927_064154915_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 6\170927_064154915_Camera_6_bin.png
6958,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030027663_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030027663_Camera_5_bin.png
14818,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054050196_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054050196_Camera_6_bin.png
19105,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054847303_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054847303_Camera_5_bin.png
17741,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054543498_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054543498_Camera_6_bin.png
20616,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_054950825_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_054950825_Camera_6_bin.png
7210,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030100775_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030100775_Camera_5_bin.png
19544,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054944578_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054944578_Camera_5_bin.png
18298,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 5\171206_054712598_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 5\171206_054712598_Camera_5_bin.png
12635,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030751733_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030751733_Camera_6_bin.png
21266,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 5\171206_055146243_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 5\171206_055146243_Camera_5_bin.png
9824,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030337960_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030337960_Camera_6_bin.png
17661,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054531659_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054531659_Camera_6_bin.png
6154,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 5\171206_025919039_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 5\171206_025919039_Camera_5_bin.png
13282,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054000240_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054000240_Camera_5_bin.png
17591,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054522489_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054522489_Camera_6_bin.png
12436,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030724656_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030724656_Camera_6_bin.png
21883,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 6\171206_055209074_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 6\171206_055209074_Camera_6_bin.png
16283,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054351747_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054351747_Camera_5_bin.png
21870,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 6\171206_055207271_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 6\171206_055207271_Camera_6_bin.png
18095,F:\BaiDuData\data\Imgae\Road04\Record004\Camera 6\171206_054618827_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record004\Camera 6\171206_054618827_Camera_6_bin.png
12770,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030807123_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030807123_Camera_6_bin.png
16445,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054413413_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054413413_Camera_5_bin.png
5623,F:\BaiDuData\data\Imgae\Road03\Record001\Camera 5\171206_025749797_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record001\Camera 5\171206_025749797_Camera_5_bin.png
4162,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 6\170927_064512582_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 6\170927_064512582_Camera_6_bin.png
364,F:\BaiDuData\data\Imgae\Road02\Record001\Camera 6\170927_063836972_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record001\Camera 6\170927_063836972_Camera_6_bin.png
21736,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 6\171206_055149718_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 6\171206_055149718_Camera_6_bin.png
8019,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030057744_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030057744_Camera_6_bin.png
3057,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 5\170927_064352057_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 5\170927_064352057_Camera_5_bin.png
10038,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030402955_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030402955_Camera_6_bin.png
545,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 5\170927_063947688_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 5\170927_063947688_Camera_5_bin.png
1896,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 5\170927_064227870_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 5\170927_064227870_Camera_5_bin.png
17460,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054503123_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054503123_Camera_6_bin.png
13878,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054108344_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054108344_Camera_5_bin.png
20408,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_054921201_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_054921201_Camera_6_bin.png
7891,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030040560_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030040560_Camera_6_bin.png
3808,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 5\170927_064506186_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 5\170927_064506186_Camera_5_bin.png
15143,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054141444_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054141444_Camera_6_bin.png
4106,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 6\170927_064505694_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 6\170927_064505694_Camera_6_bin.png
17860,F:\BaiDuData\data\Imgae\Road04\Record004\Camera 5\171206_054623381_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record004\Camera 5\171206_054623381_Camera_5_bin.png
